Molecule_ChEMBL_ID,Smiles,Standard_Value,Unit
CHEMBL4452388,O=C(N/N=C/c1cccc(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL4574133,CC(C)(C)c1cc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c(C(C)(C)C)c1,6200,nM
CHEMBL4444658,O=C(N/N=C/c1cc(O)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL4129528,O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL4573047,O=C(N/N=C/c1ccc(O)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL4576919,O=C(N/N=C/c1ccccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL4460908,O=C(N/N=C/c1cc(Cl)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,6200,nM
CHEMBL3407617,COc1ccc(O)c(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,6500,nM
CHEMBL4294091,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)c([N+](=O)[O-])c1,6590,nM
CHEMBL4204289,COc1cc(-c2ccc(OCCBr)cc2)c(OC)c(OCCBr)c1-c1ccc(O)cc1,6670,nM
CHEMBL454551,COc1ccc([C@@H]2N[C@@H](CO)[C@H](O)[C@H]2O)cc1O,6700,nM
CHEMBL3407623,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c(O)c1,6970,nM
CHEMBL4474751,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,7060,nM
CHEMBL3407632,O=C(N/N=C/c1ccc(F)cc1)c1ccc(-c2nc3ccccc3s2)cc1,7120,nM
CHEMBL4211872,COc1c(Br)c(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)cc1,7140,nM
CHEMBL2051763,CO[C@H]1O[C@H](CO)[C@@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O,7200,nM
CHEMBL4079099,CC1(C)CCc2cc(CC3=C(c4ccc(O)cc4)[C@@](O)(C(=O)O)OC3=O)ccc2O1,7630,nM
CHEMBL4281051,CCOc1cc(/C=C2\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,7720,nM
CHEMBL4292355,O=C1NC(=S)S/C1=C\c1ccc(OCN2C(=O)c3ccccc3C2=O)cc1,7910,nM
CHEMBL3407634,O=C(N/N=C/c1ccccc1)c1ccc(-c2nc3ccccc3s2)cc1,8050,nM
CHEMBL3407638,O=C(N/N=C/c1ccc(O)c(Br)c1)c1ccc(-c2nc3ccccc3s2)cc1,8070,nM
CHEMBL4570383,COc1ccc(-n2c(-c3c(-c4ccc(Cl)cc4)[nH]c4ccc(Cl)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300,nM
CHEMBL4579286,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3cccc(Cl)c3)c2c1,8300,nM
CHEMBL3622692,FC(F)(F)c1ccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)cc1,8300,nM
CHEMBL4465477,Fc1ccc2[nH]c(-c3ccccc3)c(-c3nc(-c4ccccc4)c(-c4ccccc4)n3-c3ccccc3)c2c1,8300,nM
CHEMBL4460633,Clc1cccc(-c2[nH]c3ccccc3c2-c2nc(-c3ccccc3)c(-c3ccccc3)n2-c2ccccc2)c1,8300,nM
CHEMBL4531602,CC(=O)Nc1ccc(-n2c(-c3c(-c4ccccc4)[nH]c4ccc(F)cc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300,nM
CHEMBL4576623,COc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300,nM
CHEMBL4551286,Brc1ccc(-n2c(-c3c(-c4cccc(Br)c4)[nH]c4ccccc34)nc(-c3ccccc3)c2-c2ccccc2)cc1,8300,nM
CHEMBL4519790,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,8310,nM
CHEMBL3407637,O=C(N/N=C/c1c(O)cc(O)cc1O)c1ccc(-c2nc3ccccc3s2)cc1,8370,nM
CHEMBL2093897,OC[C@@H]1N[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,8400,nM
CHEMBL3407621,O=C(N/N=C/c1cccs1)c1ccc(-c2nc3ccccc3s2)cc1,8480,nM
CHEMBL4210494,COc1cc(-c2ccc(O)cc2)c(OC)c(OCCC(C)C)c1-c1ccc(O)cc1,8580,nM
CHEMBL4216866,CO[C@H]1OC(=O)C(Cc2ccc(O)c(CC=C(C)C)c2)=C1c1ccc(O)cc1,8650,nM
CHEMBL4216906,CCCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCCC)c2OC)cc1,8690,nM
CHEMBL4209056,C=CCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(OCC=C)c2OC)cc1,8770,nM
CHEMBL4576254,C=C(C)C(COc1c2ccoc2cc2oc(=O)ccc12)OC(C)(C)C(O)COc1c2occc2c(OC)c2ccc(=O)oc12,8800,nM
CHEMBL4464398,C=C(C)C(COc1c2occc2cc2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,8800,nM
CHEMBL4537425,C=C(C)C(COc1c2occc2c(OC)c2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,8800,nM
CHEMBL1182462,OC[C@@H]1[C@@H](O)[C@H](O)C[S+]1C[C@@H](O)[C@@H](O)CO,9000,nM
CHEMBL1684162,[O-][C@@H](CO)[C@H](O)C[S@+]1C[C@@H](O)[C@H](O)[C@H]1CO,9000,nM
CHEMBL3407641,O=C(N/N=C/c1cccc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,9210,nM
CHEMBL4783560,OC[C@@H]1N[C@@H](c2ccc(O)cc2)[C@H](O)[C@H]1O,9300,nM
CHEMBL4547068,Clc1ccc(/N=c2\scc(-c3ccc(Cl)cc3)n2Nc2ccccc2)cc1,9600,nM
CHEMBL4203235,CO[C@@H]1OC(=O)C(Cc2ccc(O)c(CC=C(C)C)c2)=C1c1ccc(O)cc1,9980,nM
CHEMBL5203236,O=c1[nH]c2ccccc2nc1N/N=C/c1cccs1,9990,nM
CHEMBL4238409,CCC1NC(CC)C(O)C(O)C1O,10000,nM
CHEMBL4216316,CCCOc1ccc(-c2cc(OC)c(-c3ccc(O)cc3)c(O)c2OC)cc1,10000,nM
CHEMBL1086997,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,10000,nM
CHEMBL4203265,C=C(CCC=C(C)C)C(O)Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3cc(O)ccc3oc12,10100,nM
CHEMBL3407618,O=C(N/N=C\c1ccccn1)c1ccc(-c2nc3ccccc3s2)cc1,10230,nM
CHEMBL4070953,COC(=O)[C@@]1(O)OC(=O)C(Cc2ccc3c(c2)CCC(C)(C)O3)=C1c1ccc(O)cc1,10300,nM
CHEMBL5201393,CC(C)=CCc1cc(C[C@@]2(C(=O)O)OC(=O)C(OC(C)(C)[C@@H](O)Cc3cc(C[C@@]4(C(=O)O)OC(=O)C(O)=C4c4ccc(O)cc4)ccc3O)=C2c2ccc(O)cc2)ccc1O,10500,nM
CHEMBL4209580,CCCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2OCCC)cc1,10700,nM
CHEMBL394049,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccc(OC)cc2)OC1=O,11000,nM
CHEMBL3407640,COc1cccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)c1,11090,nM
CHEMBL3407646,O=C(N/N=C/c1cc(O)cc(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,11120,nM
CHEMBL3407622,O=C(N/N=C/c1cccc(O)c1O)c1ccc(-c2nc3ccccc3s2)cc1,11220,nM
CHEMBL3407620,O=C(N/N=C/c1ccc(O)cc1)c1ccc(-c2nc3ccccc3s2)cc1,11290,nM
CHEMBL1795465,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(O)c(O)c1,11300,nM
CHEMBL561643,COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,11400,nM
CHEMBL4097120,CC1(C)CCc2cc(CC3OC(=O)C(O)=C3c3ccc(O)cc3)ccc2O1,11650,nM
CHEMBL4580943,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,11820,nM
CHEMBL3407645,O=C(N/N=C/c1cc(O)ccc1O)c1ccc(-c2nc3ccccc3s2)cc1,11850,nM
CHEMBL4471224,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,12130,nM
CHEMBL4202793,COc1cc(-c2ccc(OCc3ccc(-c4ccccc4)cc3)cc2)c(OC)c(O)c1-c1ccc(O)cc1,12200,nM
CHEMBL4213889,CCCOc1ccc(-c2c(OC)cc(-c3ccc(O)cc3)c(OC)c2O)cc1,12300,nM
CHEMBL4211086,COc1cc(-c2ccc(OCc3ccccc3)cc2)c(OC)c(O)c1-c1ccc(O)cc1,12500,nM
CHEMBL4206199,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(OCc2ccccc2)cc1,12500,nM
CHEMBL3407625,O=C(N/N=C\c1ccco1)c1ccc(-c2nc3ccccc3s2)cc1,12750,nM
CHEMBL4515488,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,12780,nM
CHEMBL5200953,O=c1[nH]c2ccccc2n2c(-c3ccc(O)cc3O)ccc12,12910,nM
CHEMBL5179709,O=c1[nH]c2ccccc2n2c(-c3ccc(Cl)c(Cl)c3)ccc12,12980,nM
CHEMBL4206986,COc1cc(-c2ccc(O)cc2)c(O)c(O)c1-c1ccc(O)cc1,13200,nM
CHEMBL4213599,CC1(C)CCc2cc(CC3=C(c4ccc(O)cc4)C(O)OC3=O)ccc2O1,13360,nM
CHEMBL4202640,C=C(C)C(O)CC/C(C)=C/COc1ccc2oc3cc(O)cc(O)c3c(=O)c2c1,13700,nM
CHEMBL5194852,COc1cccc(/C=N/Nc2nc3ccccc3[nH]c2=O)c1,13930,nM
CHEMBL4473758,COc1cc(-c2ccc(C)cc2)ccc1O[C@H](C)Cn1cc(-c2ccc(C(F)(F)F)cc2)nn1,14000,nM
CHEMBL4465339,COc1ccc(-c2ccc(O[C@H](C)Cn3cc(-c4ccc(C(F)(F)F)cc4)nn3)c(OC)c2)cc1,14000,nM
CHEMBL4526260,COc1cc(-c2ccc([N+](=O)[O-])cc2)ccc1O[C@H](C)Cn1cc(-c2ccc(C(F)(F)F)cc2)nn1,14000,nM
CHEMBL1795467,COc1cc(-c2ccc(O)c(O)c2)c(OC)c(O)c1-c1ccc(O)c(O)c1,14000,nM
CHEMBL4586054,COc1cc(Br)ccc1O[C@H](C)Cn1cc(-c2ccc(C(F)(F)F)cc2)nn1,14000,nM
CHEMBL4553154,COC(=O)c1cn(C[C@@H](C)Oc2ccc(Br)cc2OC)nn1,14000,nM
CHEMBL4581675,COc1cc(Br)ccc1O[C@H](C)Cn1cc(-c2ccccc2)nn1,14000,nM
CHEMBL4543995,COc1cc(-c2ccc(F)cc2)ccc1O[C@H](C)Cn1cc(-c2ccc(C(F)(F)F)cc2)nn1,14000,nM
CHEMBL4554505,COc1cc(Br)ccc1O[C@H](C)Cn1cc(-c2ccc(F)cc2)nn1,14000,nM
CHEMBL396679,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2cccc(Br)c2)OC1=O,14000,nM
CHEMBL4213032,O=C(/C=C(O)/C=C/c1ccco1)c1cc(O)ccc1O,14100,nM
CHEMBL517026,COC(=O)[C@]1(Cc2ccc(O)c(CC=C(C)C)c2)OC(=O)C(O)=C1c1ccc(O)cc1,14180,nM
CHEMBL2331563,O=C(/C=C(O)/C=C/c1ccc(O)c(O)c1)c1ccccc1O,14300,nM
CHEMBL4205623,COc1cc(-c2ccc(OCCC(C)C)cc2)c(OC)c(O)c1-c1ccc(O)cc1,14300,nM
CHEMBL3984954,Cc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(Cl)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)c(C)c1,15000,nM
CHEMBL3901489,CCOc1ccc(NC(=O)Cn2cc(Cn3c(-c4ccc(C(=O)OC)cc4)nc(-c4ccccc4)c3-c3ccccc3)nn2)cc1,15000,nM
CHEMBL3976877,COc1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3ccc(Cl)cc3Cl)nn2)cc1OC,15000,nM
CHEMBL3901221,COc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(Cl)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)cc1,15000,nM
CHEMBL3919478,CCOc1ccccc1NC(=O)Cn1cc(Cn2c(-c3ccccc3F)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,nM
CHEMBL3980621,COC(=O)c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)n2Cc2cn(CC(=O)Nc3cc(Cl)ccc3Cl)nn2)cc1,15000,nM
CHEMBL3924165,O=C(Cn1cc(Cn2c(-c3ccc(Br)cc3)nc(-c3ccccc3)c2-c2ccccc2)nn1)Nc1ccc(F)cc1,15000,nM
CHEMBL3968348,Cc1ccccc1NC(=O)Cn1cc(Cn2c(-c3ccc(Br)cc3)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,nM
CHEMBL3896149,Cc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(F)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)c(C)c1,15000,nM
CHEMBL3923085,COc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccs4)nc(-c4ccccc4)c3-c3ccccc3)nn2)cc1,15000,nM
CHEMBL3910543,COc1ccccc1-c1nc(-c2ccccc2)c(-c2ccccc2)n1Cc1cn(CC(=O)Nc2ccc(C)cc2)nn1,15000,nM
CHEMBL3906188,CCOc1ccc(NC(=O)Cn2cc(Cn3c(-c4cccc(Cl)c4)nc(-c4ccccc4)c3-c3ccccc3)nn2)cc1,15000,nM
CHEMBL3900431,O=C(Cn1cc(Cn2c(-c3ccc(F)cc3)nc(-c3ccccc3)c2-c2ccccc2)nn1)Nc1ccc(Cl)cc1Cl,15000,nM
CHEMBL3936073,Cc1ccccc1NC(=O)Cn1cc(Cn2c(-c3cccc(F)c3)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,nM
CHEMBL3891396,CCOc1ccccc1NC(=O)Cn1cc(Cn2c(-c3cccc(Br)c3)nc(-c3ccccc3)c2-c2ccccc2)nn1,15000,nM
CHEMBL1088158,OC[C@@H]1[C@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,15000,nM
CHEMBL3407626,O=C(N/N=C/c1ccc(O)c(O)c1)c1ccc(-c2nc3ccccc3s2)cc1,15090,nM
CHEMBL4216309,O=C(/C=C(O)/C=C/c1ccc(O)c(O)c1)c1cc(Cl)ccc1O,15100,nM
CHEMBL4299399,C[C@@H]1O[C@@H](O[C@@H]2[C@@H](O)[C@H](O)[C@H](O[C@H]3[C@H](O)[C@@H](O)C(O)O[C@@H]3CO)O[C@H]2CO)[C@@H](O)[C@H](O)[C@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,15200,nM
CHEMBL5175917,CC/C=C\C/C=C\CCC(=O)O[C@@]12[C@H](OC(=O)[C@@H](C)CC)[C@@H](C)[C@@]3(O)[C@@H](C(=O)C(CO)=C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,15300,nM
CHEMBL4564699,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,15400,nM
CHEMBL4538081,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)cc1O,15620,nM
CHEMBL4446840,COc1ccc2c(=O)c3c(O)cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc3oc2c1,15900,nM
CHEMBL396678,C=C1CC[C@@H]2[C@](C)(COC(=O)c3cccnc3)[C@H](OC(=O)c3cccnc3)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C\c2ccccc2)OC1=O,16000,nM
CHEMBL377520,C=C1CC[C@@H]2[C@](C)(CO)[C@H](O)CC[C@@]2(C)[C@@H]1/C=C/C1=C/C(=C/c2ccc(OC)cc2)OC1=O,16000,nM
CHEMBL4213017,COc1cc(-c2ccc(OCCBr)cc2)c(OC)c(O)c1-c1ccc(O)cc1,16100,nM
CHEMBL4208135,CC(C)=CCCC(C)(O)C1Cc2c(c(CC=C(C)C)c(O)c3c(=O)c4cc(O)ccc4oc23)O1,16100,nM
CHEMBL4280619,COc1cc(/C=C2\SC(=S)NC2=O)ccc1OCN1C(=O)c2ccccc2C1=O,16110,nM
CHEMBL3407633,COc1cc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)cc(OC)c1,16170,nM
CHEMBL422734,CCCCCCCCNC1C=C(CO)C(O)C(O)C1O,17000,nM
CHEMBL1782241,CC(C)=CCC/C(C)=C/Cc1c(O)c(CC=C(C)C)c(O)c2c(=O)c3cc(O)ccc3oc12,17400,nM
CHEMBL4209575,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(OCC=C(C)C)cc1,17500,nM
CHEMBL4560628,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)cc1O,17610,nM
CHEMBL4208107,COc1cc(-c2ccc(O)cc2)c(OC)c(O)c1-c1ccc(OCCBr)cc1,18000,nM
CHEMBL3407636,COc1ccc(/C=N/NC(=O)c2ccc(-c3nc4ccccc4s3)cc2)cc1,18330,nM
CHEMBL4217433,COc1cc(-c2ccc(O)cc2)c(OC)c(OCCBr)c1-c1ccc(O)cc1,18800,nM
CHEMBL5202537,C=CCc1cc(-c2cc(CC=C)c3oc(SCc4nnc(-c5cccc(C)c5)o4)nc3c2)c2oc(SCc3nnc(-c4cccc(C)c4)o3)nc2c1,18900,nM
CHEMBL4568608,Cc1ccc(-c2cc(-c3cccc(Br)c3)nc(SCc3cccc(F)c3)n2)cc1,19000,nM
CHEMBL4527538,Cc1ccc(-c2cc(-c3ccc(Br)cc3)nc(SCc3ccccc3Br)n2)cc1,19000,nM
CHEMBL4572048,Clc1ccccc1CSc1nc(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)n1,19000,nM
CHEMBL3186053,COC(=O)CC(C)=O,19000,nM
CHEMBL4449386,Cc1ccc(-c2cc(-c3cccc(Br)c3)nc(SCc3ccccc3Cl)n2)cc1,19000,nM
CHEMBL4545982,Fc1cccc(CSc2nc(-c3ccc(Br)cc3)cc(-c3cccc(Br)c3)n2)c1,19000,nM
CHEMBL4460212,Clc1ccc(CSc2nc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)n2)cc1,19000,nM
CHEMBL4437052,Fc1cccc(CSc2nc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)n2)c1,19000,nM
CHEMBL4458760,Cc1ccc(-c2cc(-c3cccc(Br)c3)nc(SCc3ccc(F)cc3)n2)cc1,19000,nM
CHEMBL4454092,Fc1ccc(CSc2nc(-c3ccc(Br)cc3)cc(-c3ccc(Br)cc3)n2)cc1,19000,nM
CHEMBL4465909,Fc1ccccc1CSc1nc(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)n1,19000,nM
CHEMBL4575673,Clc1ccccc1CSc1nc(-c2ccc(Br)cc2)cc(-c2cccc(Br)c2)n1,19000,nM
CHEMBL4539474,Cc1ccc(-c2cc(-c3ccc(Br)cc3)nc(SCc3ccc(Cl)cc3)n2)cc1,19000,nM
CHEMBL4207664,COc1cc(-c2ccc(O)cc2)c(OC)c(OCc2ccccc2)c1-c1ccc(O)cc1,19100,nM
CHEMBL4218824,CCCOc1c(OC)c(-c2ccc(O)cc2)cc(OC)c1-c1ccc(O)cc1,19300,nM
CHEMBL4212356,O=C(/C=C(O)/C=C/c1cc(O)ccc1O)c1cc(O)ccc1O,19600,nM
CHEMBL4470944,Nc1c(C(c2ccccc2Cl)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4475632,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(C#N)cc45)c4c[nH]c5ccc(C#N)cc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4584797,Cc1c(C(c2ccc(-c3nnc(-c4cn(C)c5ccccc45)o3)cc2)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,20000,nM
CHEMBL4472054,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(Cl)cc45)c4c[nH]c5ccc(Cl)cc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4551747,CC(C)(C)c1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000,nM
CHEMBL4465720,Nc1c(C(c2cccc(F)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4578211,Cn1cc(-c2nnc(-c3ccc(C(c4cn(C)c5ccccc45)c4cn(C)c5ccccc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4454670,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(Br)cc34)c3c[nH]c4ccc(Br)cc34)cc2)o1,20000,nM
CHEMBL4569769,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(C#N)cc34)c3c[nH]c4ccc(C#N)cc34)cc2)o1,20000,nM
CHEMBL4457442,Clc1cc(Cl)cc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)c1,20000,nM
CHEMBL4463405,Fc1cccc(Cn2cc(CSc3nc4ccccc4s3)nn2)c1,20000,nM
CHEMBL4457153,Brc1ccccc1Cn1cc(CSc2nc3ccccc3s2)nn1,20000,nM
CHEMBL4458326,Brc1ccc(Cn2cc(CSc3nc4ccccc4s3)nn2)cc1,20000,nM
CHEMBL4462234,Fc1ccccc1Cn1cc(CSc2nc3cc(Cl)ccc3s2)nn1,20000,nM
CHEMBL4468287,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccc(Br)cc45)c4c[nH]c5ccc(Br)cc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4544255,Cn1cc(-c2nnc(-c3ccc(C(c4c(-c5ccccc5)[nH]c5ccccc45)c4c(-c5ccccc5)[nH]c5ccccc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4554161,Cn1cc(-c2nnc(-c3ccc(C(c4c[nH]c5ccccc45)c4c[nH]c5ccccc45)cc3)o2)c2ccccc21,20000,nM
CHEMBL4462160,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Br)c1O,20000,nM
CHEMBL4483439,Clc1ccc2sc(SCc3cn(Cc4ccccc4)nn3)nc2c1,20000,nM
CHEMBL4468008,Nc1c(C(c2ccc(O)cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4473217,Clc1ccc2sc(SCc3cn(Cc4ccccc4Br)nn3)nc2c1,20000,nM
CHEMBL4521652,Cc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000,nM
CHEMBL4472698,COc1cccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)c1,20000,nM
CHEMBL4590046,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccccc34)c3c[nH]c4ccccc34)cc2)o1,20000,nM
CHEMBL4447911,Clc1ccc2[nH]cc(C(c3ccc(-c4nnc(-c5c[nH]c6ccccc56)o4)cc3)c3c[nH]c4ccc(Cl)cc34)c2c1,20000,nM
CHEMBL4443928,Clc1ccc2sc(SCc3cn(Cc4ccc(Br)cc4)nn3)nc2c1,20000,nM
CHEMBL4574530,Cn1cc(C(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)cc2)c2cn(C)c3ccccc23)c2ccccc21,20000,nM
CHEMBL4555132,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c(-c4ccccc4)[nH]c4ccccc34)c3c(-c4ccccc4)[nH]c4ccccc34)cc2)o1,20000,nM
CHEMBL4521721,COc1cc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc(Cl)c1O,20000,nM
CHEMBL4458754,Nc1c(C(c2cccc(Cl)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4440810,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3cn(C)c4ccccc34)c3cn(C)c4ccccc34)cc2)o1,20000,nM
CHEMBL4459976,Cc1ccc(C(c2c(N)c3ccccc3oc2=O)c2c(N)c3ccccc3oc2=O)cc1,20000,nM
CHEMBL4475117,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c[nH]c4ccc(Cl)cc34)c3c[nH]c4ccc(Cl)cc34)cc2)o1,20000,nM
CHEMBL4451317,N#Cc1ccc2[nH]cc(C(c3ccc(-c4nnc(-c5c[nH]c6ccccc56)o4)cc3)c3c[nH]c4ccc(C#N)cc34)c2c1,20000,nM
CHEMBL4586570,Fc1ccc(Cn2cc(CSc3nc4cc(Cl)ccc4s3)nn2)cc1,20000,nM
CHEMBL4475743,Clc1cc(Cl)cc(Cn2cc(CSc3nc4ccccc4s3)nn2)c1,20000,nM
CHEMBL4556172,Nc1c(C(c2ccc([N+](=O)[O-])cc2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4570923,Nc1c(C(c2ccccc2F)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4569072,Nc1c(C(c2cccc(Br)c2)c2c(N)c3ccccc3oc2=O)c(=O)oc2ccccc12,20000,nM
CHEMBL4468782,c1ccc2c(-c3nnc(-c4ccc(C(c5c[nH]c6ccccc56)c5c[nH]c6ccccc56)cc4)o3)c[nH]c2c1,20000,nM
CHEMBL4587284,Cc1[nH]c2ccccc2c1-c1nnc(-c2ccc(C(c3c(C)n(C)c4ccccc34)c3c(C)n(C)c4ccccc34)cc2)o1,20000,nM
CHEMBL4541097,Cc1c(C(c2ccc(-c3nnc(-c4c[nH]c5ccccc45)o3)cc2)c2c(C)n(C)c3ccccc23)c2ccccc2n1C,20000,nM
